"path","kind","component","proposed_dest","reason","path_style","ambiguous","reads","writes","includes_images","functions_defined","git_status","size_bytes","moved_phase2"
"Exploring CV/snr_enet_06_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_06_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",425146,TRUE
"Exploring CV/snr_enet_07_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_07_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",418677,TRUE
"Exploring CV/snr_enet_08_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_08_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",422292,TRUE
"Exploring CV/snr_enet_09_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_09_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",424545,TRUE
"Exploring CV/snr_enet_10_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_10_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",424927,TRUE
"Exploring CV/snr_enet_11_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_11_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",425323,TRUE
"Exploring CV/snr_enet_12_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_12_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",424463,TRUE
"Exploring CV/snr_enet_13_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_13_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",423703,TRUE
"Exploring CV/snr_enet_14_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_14_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",425668,TRUE
"Exploring CV/snr_enet_15_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_15_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",426542,TRUE
"Exploring CV/snr_enet_16_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_16_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",426016,TRUE
"Exploring CV/snr_enet_17_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_17_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",426018,TRUE
"Exploring CV/snr_enet_18_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_18_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",428068,TRUE
"Exploring CV/snr_enet_19_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_19_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",428548,TRUE
"Exploring CV/snr_enet_20_r500.rds","result","cv","results/cv/basic_dgp/snr_enet_20_r500.rds","family snr_enet: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",428403,TRUE
"Exploring CV/snr_good_01_r500.rds","result","cv","results/cv/basic_dgp/snr_good_01_r500.rds","family snr_good: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",425112,TRUE
"Exploring CV/snr_good_02_r500.rds","result","cv","results/cv/basic_dgp/snr_good_02_r500.rds","family snr_good: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",423799,TRUE
"Exploring CV/snr_good_03_r500.rds","result","cv","results/cv/basic_dgp/snr_good_03_r500.rds","family snr_good: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",425592,TRUE
"Exploring CV/snr_good_04_r500.rds","result","cv","results/cv/basic_dgp/snr_good_04_r500.rds","family snr_good: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",425314,TRUE
"Exploring CV/snr_good_05_r500.rds","result","cv","results/cv/basic_dgp/snr_good_05_r500.rds","family snr_good: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",426157,TRUE
"Exploring CV/snr_good_06_r500.rds","result","cv","results/cv/basic_dgp/snr_good_06_r500.rds","family snr_good: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",424412,TRUE
"Exploring CV/snr_good_07_r500.rds","result","cv","results/cv/basic_dgp/snr_good_07_r500.rds","family snr_good: used by prep_cv_summary.R/plot_grids.R but no producer run script exists in the repo (only the inline block in balnet_mini_experiment*.R, if any)","none",FALSE,"","","","","tracked, clean",425974,TRUE
"Exploring CV/snr_mb_01_r500.rds","result","cv","results/cv/basic_dgp/snr_mb_01_r500.rds","family snr_mb: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","untracked",277238,TRUE
"Exploring CV/snr_mb_02_r500.rds","result","cv","results/cv/basic_dgp/snr_mb_02_r500.rds","family snr_mb: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","untracked",199945,TRUE
"Exploring CV/snr_mb_03_r500.rds","result","cv","results/cv/basic_dgp/snr_mb_03_r500.rds","family snr_mb: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","untracked",275491,TRUE
"Exploring CV/snr_mb_04_r500.rds","result","cv","results/cv/basic_dgp/snr_mb_04_r500.rds","family snr_mb: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","untracked",185465,TRUE
"Exploring CV/spread_01_r200.rds","result","cv","results/cv/basic_dgp/spread_01_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",172236,TRUE
"Exploring CV/spread_02_r200.rds","result","cv","results/cv/basic_dgp/spread_02_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",170633,TRUE
"Exploring CV/spread_03_r200.rds","result","cv","results/cv/basic_dgp/spread_03_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",169827,TRUE
"Exploring CV/spread_04_r200.rds","result","cv","results/cv/basic_dgp/spread_04_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",168499,TRUE
"Exploring CV/spread_05_r200.rds","result","cv","results/cv/basic_dgp/spread_05_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",171358,TRUE
"Exploring CV/spread_06_r200.rds","result","cv","results/cv/basic_dgp/spread_06_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",170014,TRUE
"Exploring CV/spread_07_r200.rds","result","cv","results/cv/basic_dgp/spread_07_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",168442,TRUE
"Exploring CV/spread_08_r200.rds","result","cv","results/cv/basic_dgp/spread_08_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",164330,TRUE
"Exploring CV/spread_09_r200.rds","result","cv","results/cv/basic_dgp/spread_09_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",171425,TRUE
"Exploring CV/spread_10_r200.rds","result","cv","results/cv/basic_dgp/spread_10_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",169992,TRUE
"Exploring CV/spread_11_r200.rds","result","cv","results/cv/basic_dgp/spread_11_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",167051,TRUE
"Exploring CV/spread_12_r200.rds","result","cv","results/cv/basic_dgp/spread_12_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",159149,TRUE
"Exploring CV/spread_13_r200.rds","result","cv","results/cv/basic_dgp/spread_13_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",170059,TRUE
"Exploring CV/spread_14_r200.rds","result","cv","results/cv/basic_dgp/spread_14_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",169768,TRUE
"Exploring CV/spread_15_r200.rds","result","cv","results/cv/basic_dgp/spread_15_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",169715,TRUE
"Exploring CV/spread_16_r200.rds","result","cv","results/cv/basic_dgp/spread_16_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",169208,TRUE
"Exploring CV/spread_17_r200.rds","result","cv","results/cv/basic_dgp/spread_17_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",170577,TRUE
"Exploring CV/spread_18_r200.rds","result","cv","results/cv/basic_dgp/spread_18_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",169492,TRUE
"Exploring CV/spread_19_r200.rds","result","cv","results/cv/basic_dgp/spread_19_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",166845,TRUE
"Exploring CV/spread_20_r200.rds","result","cv","results/cv/basic_dgp/spread_20_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",167343,TRUE
"Exploring CV/spread_21_r200.rds","result","cv","results/cv/basic_dgp/spread_21_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",170577,TRUE
"Exploring CV/spread_22_r200.rds","result","cv","results/cv/basic_dgp/spread_22_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",169489,TRUE
"Exploring CV/spread_23_r200.rds","result","cv","results/cv/basic_dgp/spread_23_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",166138,TRUE
"Exploring CV/spread_24_r200.rds","result","cv","results/cv/basic_dgp/spread_24_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",165167,TRUE
"Exploring CV/spread_25_r200.rds","result","cv","results/cv/basic_dgp/spread_25_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",170979,TRUE
"Exploring CV/spread_26_r200.rds","result","cv","results/cv/basic_dgp/spread_26_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",107386,TRUE
"Exploring CV/spread_27_r200.rds","result","cv","results/cv/basic_dgp/spread_27_r200.rds","family spread: per-cell batch written by the matching Extension_CV run script / balnet_mini_experiment block; read by prep_cv_summary.R and plot_grids.R","none",FALSE,"","","","","tracked, clean",73649,TRUE
